-37,1.0
-36,1.0
-36,1.0
-25,1.0
-37,1.0
-37,1.0
-37,1.0
-36,1.0
-38,1.0
-24,1.0
-35,1.0
-36,1.0
-24,1.0
-36,1.0
-36,1.0
-34,1.0
-37,1.0
-36,1.0
-35,1.0
-36,1.0
-25,1.0
-36,1.0
-37,1.0
-36,1.0
-37,1.0
-38,1.0
-38,1.0
-38,1.0
-37,1.0
-35,1.0
-35,1.0
-35,1.0
-37,1.0
-35,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-37,1.0
-35,1.0
-36,1.0
-34,1.0
-36,1.0
-35,1.0
-35,1.0
-36,1.0
-36,1.0
-24,1.0
-36,1.0
-35,1.0
-38,1.0
-36,1.0
-24,1.0
-37,1.0
-35,1.0
-36,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-24,1.0
-37,1.0
-37,1.0
-37,1.0
-36,1.0
-35,1.0
-24,1.0
-35,1.0
-24,1.0
-36,1.0
-24,1.0
-36,1.0
-36,1.0
-34,1.0
-37,1.0
-36,1.0
-36,1.0
-36,1.0
-24,1.0
-36,1.0
-36,1.0
-37,1.0
-36,1.0
-24,1.0
-36,1.0
-24,1.0
-37,1.0
-37,1.0
-36,1.0
-24,1.0
-37,1.0
-36,1.0
-28,1.0
-36,1.0
-36,1.0
-35,1.0
-24,1.0
-35,1.0
-36,1.0
-24,1.0
-35,1.0
-35,1.0
-24,1.0
-35,1.0
-35,1.0
-36,1.0
-38,1.0
-36,1.0
-24,1.0
-36,1.0
-36,1.0
-35,1.0
-36,1.0
-36,1.0
-24,1.0
-36,1.0
-36,1.0
-36,1.0
-23,1.0
-37,1.0
-36,1.0
-36,1.0
-36,1.0
-36,1.0
-35,1.0
-25,1.0
-37,1.0
-36,1.0
-24,1.0
-37,1.0
-36,1.0
-36,1.0
-36,1.0
-37,1.0
-24,1.0
-37,1.0
-35,1.0
-36,1.0
-37,1.0
-36,1.0
-38,1.0
-37,1.0
-36,1.0
-36,1.0
-35,1.0
-36,1.0
-35,1.0
-36,1.0
-35,1.0
-35,1.0
-37,1.0
-24,1.0
-35,1.0
-35,1.0
-36,1.0
-38,1.0
-36,1.0
-36,1.0
-27,1.0
-38,1.0
-24,1.0
-35,1.0
-35,1.0
-24,1.0
-37,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-35,1.0
-34,1.0
-36,1.0
-36,1.0
-36,1.0
-36,1.0
-36,1.0
-35,1.0
-37,1.0
-36,1.0
-36,1.0
-36,1.0
-35,1.0
-34,1.0
-36,1.0
-37,1.0
-35,1.0
-36,1.0
-24,1.0
-36,1.0
-36,1.0
-35,1.0
-36,1.0
-37,1.0
-36,1.0
-24,1.0
-37,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-36,1.0
-35,1.0
-36,1.0
-37,1.0
-36,1.0
-24,1.0
-35,1.0
-35,1.0
-36,1.0
-36,1.0
-24,1.0
-36,1.0
-35,1.0
-37,1.0
-35,1.0
-35,1.0
-35,1.0
-37,1.0
-35,1.0
-35,1.0
-36,1.0
-36,1.0
-36,1.0
-24,1.0
-35,1.0
-35,1.0
-36,1.0
-36,1.0
-36,1.0
-36,1.0
-35,1.0
-24,1.0
-36,1.0
-35,1.0
-36,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-36,1.0
-37,1.0
-35,1.0
-35,1.0
-35,1.0
-37,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-36,1.0
-24,1.0
-37,1.0
-36,1.0
-25,1.0
-36,1.0
-37,1.0
-24,1.0
-35,1.0
-36,1.0
-37,1.0
-36,1.0
-37,1.0
-36,1.0
-36,1.0
-36,1.0
-37,1.0
-36,1.0
-35,1.0
-37,1.0
-37,1.0
-36,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-35,1.0
-36,1.0
-36,1.0
-24,1.0
-35,1.0
-35,1.0
-35,1.0
-37,1.0
-35,1.0
-35,1.0
-24,1.0
-37,1.0
-35,1.0
-24,1.0
-36,1.0
-38,1.0
-37,1.0
-36,1.0
-37,1.0
-37,1.0
-37,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-35,1.0
-35,1.0
-26,1.0
-36,1.0
-37,1.0
-36,1.0
-34,1.0
-25,1.0
-36,1.0
-37,1.0
-35,1.0
-24,1.0
-36,1.0
-35,1.0
-36,1.0
-35,1.0
-37,1.0
-25,1.0
-36,1.0
-36,1.0
-37,1.0
-37,1.0
-36,1.0
-36,1.0
-35,1.0
-36,1.0
-38,1.0
-36,1.0
-36,1.0
-36,1.0
-36,1.0
-37,1.0
-24,1.0
-35,1.0
-36,1.0
-37,1.0
-36,1.0
-35,1.0
-35,1.0
-36,1.0
-36,1.0
-35,1.0
-36,1.0
-37,1.0
-36,1.0
-37,1.0
-38,1.0
-24,1.0
-36,1.0
-38,1.0
-35,1.0
-36,1.0
-35,1.0
-35,1.0
-24,1.0
-36,1.0
-35,1.0
-36,1.0
-36,1.0
-36,1.0
-24,1.0
-36,1.0
-35,1.0
-24,1.0
-36,1.0
-35,1.0
-36,1.0
-36,1.0
-35,1.0
-36,1.0
-24,1.0
-37,1.0
-35,1.0
-24,1.0
-37,1.0
-37,1.0
-35,1.0
-37,1.0
-37,1.0
-35,1.0
-24,1.0
-37,1.0
-37,1.0
-36,1.0
-37,1.0
-37,1.0
-36,1.0
-38,1.0
-24,1.0
-37,1.0
-37,1.0
-35,1.0
-35,1.0
-35,1.0
-36,1.0
-24,1.0
-35,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-24,1.0
-36,1.0
-35,1.0
-34,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-36,1.0
-25,1.0
-36,1.0
-35,1.0
-24,1.0
-37,1.0
-35,1.0
-35,1.0
-34,1.0
-24,1.0
-37,1.0
-35,1.0
-36,1.0
-36,1.0
-36,1.0
-36,1.0
-24,1.0
-36,1.0
-35,1.0
-36,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-24,1.0
-35,1.0
-34,1.0
-37,1.0
-36,1.0
-35,1.0
-36,1.0
-37,1.0
-35,1.0
-35,1.0
-37,1.0
-37,1.0
-36,1.0
-35,1.0
-36,1.0
-35,1.0
-35,1.0
-24,1.0
-36,1.0
-35,1.0
-37,1.0
-36,1.0
-24,1.0
-36,1.0
-36,1.0
-37,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-35,1.0
-24,1.0
-36,1.0
-36,1.0
-36,1.0
-36,1.0
-24,1.0
-35,1.0
-33,1.0
-34,1.0
-36,1.0
-35,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-35,1.0
-38,1.0
-24,1.0
-36,1.0
-36,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-37,1.0
-27,1.0
-38,1.0
-35,1.0
-35,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-35,1.0
-35,1.0
-35,1.0
-35,1.0
-35,1.0
-37,1.0
-24,1.0
-35,1.0
-35,1.0
-35,1.0
-35,1.0
-34,1.0
-35,1.0
-36,1.0
-35,1.0
-34,1.0
-37,1.0
-37,1.0
-24,1.0
-36,1.0
-37,1.0
-36,1.0
-24,1.0
-35,1.0
-35,1.0
-37,1.0
-35,1.0
-37,1.0
-37,1.0
-36,1.0
-37,1.0
-36,1.0
-36,1.0
-37,1.0
-24,1.0
-36,1.0
-36,1.0
-25,1.0
-37,1.0
-39,1.0
-36,1.0
-38,1.0
-36,1.0
-35,1.0
-36,1.0
-35,1.0
-37,1.0
-36,1.0
-37,1.0
-37,1.0
-36,1.0
-35,1.0
-36,1.0
-24,1.0
-36,1.0
-35,1.0
-35,1.0
-37,1.0
-24,1.0
-35,1.0
-36,1.0
-35,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-36,1.0
-35,1.0
-35,1.0
-35,1.0
-34,1.0
-36,1.0
-36,1.0
-37,1.0
-37,1.0
-36,1.0
-37,1.0
-35,1.0
-24,1.0
-36,1.0
-36,1.0
-36,1.0
-37,1.0
-35,1.0
-35,1.0
-35,1.0
-36,1.0
-24,1.0
-35,1.0
-36,1.0
-36,1.0
-36,1.0
-24,1.0
-33,1.0
-37,1.0
-35,1.0
-35,1.0
-36,1.0
-35,1.0
-35,1.0
-36,1.0
-39,1.0
-35,1.0
-35,1.0
-36,1.0
-36,1.0
-35,1.0
-36,1.0
-36,1.0
-36,1.0
-25,1.0
-36,1.0
-34,1.0
-38,1.0
-36,1.0
-36,1.0
-36,1.0
-35,1.0
-36,1.0
-24,1.0
-36,1.0
-35,1.0
-35,1.0
-36,1.0
-23,1.0
-35,1.0
-35,1.0
-36,1.0
-36,1.0
-37,1.0
-24,1.0
-35,1.0
-35,1.0
-22,1.0
-37,1.0
-37,1.0
-36,1.0
-36,1.0
-37,1.0
-37,1.0
-36,1.0
-36,1.0
-24,1.0
-35,1.0
-27,1.0
-36,1.0
-35,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-24,1.0
-36,1.0
-37,1.0
-36,1.0
-36,1.0
-38,1.0
-36,1.0
-35,1.0
-37,1.0
-35,1.0
-37,1.0
-24,1.0
-35,1.0
-35,1.0
-35,1.0
-37,1.0
-35,1.0
-36,1.0
-36,1.0
-35,1.0
-35,1.0
-36,1.0
-37,1.0
-35,1.0
-24,1.0
-34,1.0
-35,1.0
-36,1.0
-35,1.0
-35,1.0
-24,1.0
-36,1.0
-35,1.0
-24,1.0
-36,1.0
-35,1.0
-35,1.0
-35,1.0
-34,1.0
-34,1.0
-24,1.0
-35,1.0
-25,1.0
-36,1.0
-24,1.0
-34,1.0
-35,1.0
-24,1.0
-34,1.0
-36,1.0
-38,1.0
-36,1.0
-35,1.0
-24,1.0
-36,1.0
-35,1.0
-36,1.0
-35,1.0
